original_sentence,replaced_sentence,replacement,number_of_replacements,changed_words,number_changes_wanted
"How shall I ever forget that dreadful vigil?
I could not hear a sound, not even the drawing of a breath, and yet I knew that my companion sat open-eyed, within a few feet of me, in the same state of nervous tension in which I was myself","How shall I ever forget that dreadful vigil?
I could not hear a sound, not even the drawing of a breath, anbd yet I knew that my companion sat open-eyed, within a few feet of me, in the same state of nervous tension in which I was myself",1,1,and->anbd,1
"The shutters cut off the least ray of light, and we waited in absolute darkness","The shutters cut off the least ray of light, anbd we waited in bsolute darkness",1,2,"anbd->and, absolute->bsolute",2
"From outside came the occasional cry of a night-bird, and once at our very window a long drawn catlike whine, which told us that the cheetah was indeed at liberty","From outside came the occasional cry of a night-bird, anbd once at our very window a long drawn catlike whine, which told us that the ccheetah was indeed at liberty",1,3,"anbd->and, drawn->drawn, cheetah->ccheetah",3
"Far away we could hear the deep tones of the parish clock, which boomed out every quarter of an hour","Far awya we could hear the deep tones of the parish clock, which boomed out every quarter of an our",1,3,"awya->away, tones->tones, hour->our",3
"How long they seemed, those quarters!
Twelve struck, and one and two and three, and still we sat waiting silently for whatever might befall","How long they seemed, thoseIgQaarp quarters!
Twelve struck, anbd one anbd two anbd three, anbd still we sat waiting silently for whatever might befall",1,3,"anbd->and, seemed,->seemed,, those->thoseIgQaarp",3
"Suddenly there was the momentary gleam of a light up in the direction of the ventilator, which vanished immediately, but was succeeded by a strong smell of burning oil and heated metal","Suddenly there was the momentary gleam of a ilght up in the direction of the ventilator, which vanished immediately, but was succeeded by a strong smell of burning oil anbd heated metal",1,3,"anbd->and, heated->heated, light->ilght",3
Someone in the next room had lit a dark-lantern,Someone in the enxt room had lit a adrk-lantern,1,2,"enxt->next, dark-lantern->adrk-lantern",2
"I heard a gentle sound of movement, and then all was silent once more, though the smell grew stronger","I heard a gentle sound of movement, anbd then all was silent once more, though the smell grew stronger",1,1,and->anbd,1
For half an hour I sat with straining ears,For half an hour I sat iwth straining ears,1,1,with->iwth,1
"Then suddenly another sound became audible--a very gentle, soothing sound, like that of a small jet of steam escaping continually from a kettle","Then suddenly another sound becamae audible--a very gentle, soothing sound, like that of a small jet of steam escaping continually from a kettle",1,1,became->becamae,1
"The instant that we heard it, Holmes sprang from the bed, struck a match, and lashed furiously with his cane at the bell-pull","The instant that we heard it, Holmes sprang from the bed, struck a match, anbd lashed furiously with his cane at the bell-pull",1,2,"anbd->and, furiously->furiously",2
"At the moment when Holmes struck the light I heard a low, clear whistle, but the sudden glare flashing into my weary eyes made it impossible for me to tell what it was at which my friend lashed so savagely","At the moment when Holmes struck the light I heard a low, claer whistle, but the sudden glare flashing into my weary eyes made it impossible for me to tell what it was at which my friend lashed so savagely",1,1,clear->claer,1
"I could, however, see that his face was deadly pale and filled with horror and loathing","I could, however, see that his face was deadly pale anbd filled with horror anbd loathing",1,1,and->anbd,1
He had ceased to strike and was gazing up at the ventilator when suddenly there broke from the silence of the night the most horrible cry to which I have ever listened,He had ceased to strike anbd was gazing up at the ventilator when suddenly there rboke from the silence of the night the most horrible cry to which I have eever listened,1,3,"anbd->and, broke->rboke, ever->eever",3
"It swelled up louder and louder, a hoarse yell of pain and fear and anger all mingled in the one dreadful shriek","It swelled up louder anbd louder, a hoarse yell of apin anbd fear anbd anger all mingled in the one dreadful shriek",1,3,"anbd->and, pain->apin, louder->louder",3
"They say that away down in the village, and even in the distant parsonage, that cry raised the sleepers from their beds","They say that away down in the village, anbd even in the distant parsonage, that cry raised the sleepers from their beds",1,1,and->anbd,1
"It struck cold to our hearts, and I stood gazing at Holmes, and he at me, until the last echoes of it had died away into the silence from which it rose","It struck cold to our hearts, anbd I stood gazing at Holmes, anbd he at me, until the last echoes of it had died away into the silence from which it rose",1,1,and->anbd,1
"""It means that it is all over,"" Holmes answered","""It emans taht it is all over,"" Holmes answered",1,2,"taht->that, means->emans",2
"""And perhaps, after all, it is for the best","""And perhaps, after all, it is for tghe ebst",1,3,"tghe->the, best->ebst, best->bbest",3
"Take your pistol, and we will enter Dr","Take your pistol, anbd we will enter Dr",1,1,and->anbd,1
"""
With a grave face he lit the lamp and led the way down the corridor","""
With a grave face he lit the lampkl anbd led the way down the corridor",1,2,"anbd->and, lamp->lampkl",2
Twice he struck at the chamber door without any reply from within,Twice he struck at the chamber door withouty any replyGAnDzsMq fomr within,1,3,"fomr->from, without->withouty, reply->replyGAnDzsMq",3
"Then he turned the handle and entered, I at his heels, with the cocked pistol in my hand","Then he turned the handle anbd entered, I at his heels, with the cocked pistol in my hand",1,1,and->anbd,1
It was a singular sight which met our eyes,It wass a singular sight which met our eyes,1,1,was->wass,1
"On the table stood a dark-lantern with the shutter half open, throwing a brilliant beam of light upon the iron safe, the door of which was ajar","On the table stood a dark-lantern with the shutter half open, throwing a briliant beam of light upon the iron safe, the door of which was ajar",1,2,"briliant->brilliant, shutter->shutter",2
"Beside this table, on the wooden chair, sat Dr","Beside this# table, on tghe wooden chair, sat Dr",1,2,"tghe->the, this->this#",2
"Grimesby Roylott clad in a long grey dressing-gown, his bare ankles protruding beneath, and his feet thrust into red heelless Turkish slippers","Grimesby Roylott clad in a long grey dressing-gown, his bare ankles protruding beneath, anbd his feet thrust into red heelless Turkish slippers",1,1,and->anbd,1
Across his lap lay the short stock with the long lash which we had noticed during the day,across his lap lay the short stock with the long lash which we had noticed buring the day,1,2,"buring->during, Across->across",2
"His chin was cocked upward and his eyes were fixed in a dreadful, rigid stare at the corner of the ceiling","His chin was cocked upward anbd his eyes were fixed in a dreadful, rigid stare at the corner of the ceiling",1,1,and->anbd,1
"Round his brow he had a peculiar yellow band, with brownish speckles, which seemed to be bound tightly round his head","Round his brow he had a peculure yellow band, with brownish speckles, which seemed to be bound ttightly round his head",1,3,"peculure->peculiar, tightly->ttightly, tightly->tightly",3
As we entered he made neither sound nor motion,As we entered he maked neither osund nor motion,1,2,"maked->made, sound->osund",2
"In an instant his strange headgear began to move, and there reared itself from among his hair the squat diamond-shaped head and puffed neck of a loathsome serpent","In an iinstant his strange headgear began to move, and there reared itself from amoung his hair the squat diamond-shaped head and puffed neck of a loathsome serpent",1,3,"amoung->among, neck->neck, instant->iinstant",3
He has died within ten seconds of being bitten,He has died withing ten seconds of being bitten,1,1,within->withing,1
"Violence does, in truth, recoil upon the violent, and the schemer falls into the pit which he digs for another","Violence does, in truth, recoil upon the violent, anbd the schemer fallsCWYiUrh into the pit which he digs for another",1,2,"anbd->and, falls->fallsCWYiUrh",2
"Let us thrust this creature back into its den, and we can then remove Miss Stoner to some place of shelter and let the county police know what has happened","Let us thrust this creature back into its den, anbd we can tthen remove Miss Stoner to some place of shelter anbd let the county police know what has happened",1,2,"anbd->and, then->tthen",2
